#sgRNA,Time,Rep1,Rep1,Avg1,Avg,SD,Condition,Strain,Other Name,sgRNA,ss,,sgRNA_#,Gene,Product,Locus Tag,EG,K56-2_Locus_Tag,Stock,Stock2,Leg,Leg2,Legend,Pathway,COG,COD ID
2057,17,1.19525,1.19025,1.19275,1.19275,0.003535534,(+) Rhamnose,,pZR41_3,1364,CRISPRi Mutants,_,1364_pZR41_3,F0F1 ATP synthase Operon,ATP synthase subunit b,,WQ49_RS13000,K562_RS00165,43,43,(,),1364(43),Metabolic pathways,C,COG0711
2058,18,1.20225,1.19925,1.20075,1.20075,0.00212132,(+) Rhamnose,,pZR41_3,1364,CRISPRi Mutants,_,1364_pZR41_3,F0F1 ATP synthase Operon,ATP synthase subunit b,,WQ49_RS13000,K562_RS00165,43,43,(,),1364(43),Metabolic pathways,C,COG0711
2059,19,1.20125,1.20125,1.20125,1.20125,0,(+) Rhamnose,,pZR41_3,1364,CRISPRi Mutants,_,1364_pZR41_3,F0F1 ATP synthase Operon,ATP synthase subunit b,,WQ49_RS13000,K562_RS00165,43,43,(,),1364(43),Metabolic pathways,C,COG0711
2060,0,0.00725,0.00625,0.00675,0.00675,0.000707107,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2061,1,0.00725,0.00725,0.00875,0.00875,0,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2062,2,0.01325,0.00825,0.00825,0.00825,0,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2063,3,0.02025,0.01425,0.02075,0.02075,0,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2064,4,0.02225,0.02225,0.02225,0.02225,0,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2065,5,0.03325,0.03325,0.03325,0.03325,0,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2066,6,0.04625,0.04725,0.04675,0.04675,0.000707107,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2067,7,0.06025,0.06225,0.06125,0.06125,0.001414214,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2068,8,0.07725,0.08025,0.07875,0.07875,0.00212132,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2069,9,0.09525,0.09825,0.09675,0.09675,0.00212132,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2070,10,0.11425,0.11825,0.11625,0.11625,0.002828427,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2071,11,0.13325,0.13825,0.13575,0.13575,0.003535534,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2072,12,0.15325,0.15925,0.15625,0.15625,0.004242641,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2073,13,0.17225,0.17925,0.17575,0.17575,0.004949747,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2074,14,0.19225,0.20025,0.19625,0.19625,0.005656854,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2075,15,0.21225,0.22225,0.21725,0.21725,0.007071068,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2076,16,0.23225,0.24225,0.23725,0.23725,0.007071068,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2077,17,0.25425,0.26425,0.25925,0.25925,0.007071068,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2078,18,0.27525,0.28725,0.28125,0.28125,0.008485281,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2079,19,0.29625,0.31025,0.30325,0.30325,0.009899495,(+) Rhamnose,,pZR41_4,1365,CRISPRi Mutants,_,1365_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit delta,,WQ49_RS13005,K562_RS00170,45,45,(,),1365(45),Metabolic pathways,C,COG0712
2080,0,0.00025,0.00425,0.00225,0.00225,0.002828427,(+) Rhamnose,,pZR41_4,1366,CRISPRi Mutants,_,1366_pZR41_4,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
2081,1,0.00125,0.00325,0.00875,0.00875,0.001414214,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
2082,2,0.01325,0.00425,0.00305,0.00305,0.001697056,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
2083,3,0.02025,0.01025,0.02075,0.02075,0.006363961,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1685,4,0.00825,0.01825,0.01325,0.01325,0.007071068,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1686,5,0.02025,0.02725,0.02375,0.02375,0.004949747,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1687,6,0.03225,0.03725,0.03475,0.03475,0.003535534,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1688,7,0.04525,0.04925,0.04725,0.04725,0.002828427,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1689,8,0.05725,0.06225,0.05975,0.05975,0.003535534,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1690,9,0.07125,0.07625,0.07375,0.07375,0.003535534,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1691,10,0.08625,0.09125,0.08875,0.08875,0.003535534,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1692,11,0.10025,0.10725,0.10375,0.10375,0.004949747,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1693,12,0.11425,0.12225,0.11825,0.11825,0.005656854,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1694,13,0.12825,0.13825,0.13325,0.13325,0.007071068,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1695,14,0.14225,0.15325,0.14775,0.14775,0.007778175,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1696,15,0.15725,0.16825,0.16275,0.16275,0.007778175,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1697,16,0.17225,0.18525,0.17875,0.17875,0.009192388,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1698,17,0.18825,0.20225,0.19525,0.19525,0.009899495,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1699,18,0.20525,0.22025,0.21275,0.21275,0.010606602,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1700,19,0.22125,0.23825,0.22975,0.22975,0.012020815,(+) Rhamnose,,pZR41_5,1366,CRISPRi Mutants,_,1366_pZR41_5,F0F1 ATP synthase Operon,ATP synthase subunit alpha,,WQ49_RS13010,K562_RS00175,47,47,(,),1366(47),ATP biosynthesis,C,COG0056
1701,0,0.00725,0.00725,0.00725,0.00725,0,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1702,1,0.00825,0.00925,0.00875,0.00875,0.000707107,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1703,2,0.01325,0.01225,0.01175,0.01175,0.000707107,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1704,3,0.02025,0.01825,0.02075,0.02075,0.000707107,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1705,4,0.02725,0.02925,0.02825,0.02825,0.001414214,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1706,5,0.04625,0.04825,0.04725,0.04725,0.001414214,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1707,6,0.07425,0.07625,0.07525,0.07525,0.001414214,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1708,7,0.11125,0.11425,0.11275,0.11275,0.00212132,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1742,8,0.15625,0.16125,0.15875,0.15875,0.003535534,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1743,9,0.20725,0.21525,0.21125,0.21125,0.005656854,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1744,10,0.25925,0.27025,0.26475,0.26475,0.007778175,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1745,11,0.30725,0.32325,0.31525,0.31525,0.011313708,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1746,12,0.35225,0.37625,0.36425,0.36425,0.016970563,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1747,13,0.39125,0.42225,0.40675,0.40675,0.02192031,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1748,14,0.42525,0.46325,0.44425,0.44425,0.026870058,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1749,15,0.47625,0.49525,0.48575,0.48575,0.013435029,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1750,16,0.47125,0.51525,0.49325,0.49325,0.031112698,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1751,17,0.48525,0.52925,0.50725,0.50725,0.031112698,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1752,18,0.48625,0.54125,0.51375,0.51375,0.038890873,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1753,19,0.48025,0.54325,0.51175,0.51175,0.044547727,(+) Rhamnose,,pZR41_6,1367,CRISPRi Mutants,_,1367_pZR41_6,F0F1 ATP synthase Operon,ATP synthase subunit gamma,,WQ49_RS13015,K562_RS00180,49,49,(,),1367(49),ATP biosynthesis,C,COG0224
1754,0,0.00625,0.00625,0.00625,0.00625,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1755,1,0.00525,0.00525,0.00875,0.00875,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1756,2,0.01325,0.00625,0.00625,0.00625,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1757,3,0.02025,0.00725,0.02075,0.02075,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1758,4,0.00825,0.00825,0.00825,0.00825,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1759,5,0.01025,0.01125,0.01075,0.01075,0.000707107,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1760,6,0.01425,0.01425,0.01425,0.01425,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1761,7,0.01625,0.01725,0.01675,0.01675,0.000707107,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1762,8,0.01825,0.01825,0.01825,0.01825,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1763,9,0.01825,0.01925,0.01875,0.01875,0.000707107,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1764,10,0.01825,0.01925,0.01875,0.01875,0.000707107,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1765,11,0.01725,0.01825,0.01775,0.01775,0.000707107,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1766,12,0.01725,0.01825,0.01775,0.01775,0.000707107,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1767,13,0.01725,0.01725,0.01725,0.01725,0,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1768,14,0.01725,0.01825,0.01775,0.01775,0.000707107,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1769,15,0.01725,0.01925,0.01825,0.01825,0.001414214,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1770,16,0.01925,0.02125,0.02025,0.02025,0.001414214,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1771,17,0.02325,0.02625,0.02475,0.02475,0.00212132,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1772,18,0.03025,0.03625,0.03325,0.03325,0.004242641,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1773,19,0.04225,0.05225,0.04725,0.04725,0.007071068,(+) Rhamnose,,pZR39_1,1338,CRISPRi Mutants,_,1338_pZR39_1,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,51,51,(,),1338(51),DNA Replication,L,COG0592
1774,0,0.00925,0.00825,0.00875,0.00875,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1775,1,0.00925,0.00925,0.00875,0.00875,0,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1776,2,0.01325,0.01225,0.01175,0.01175,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1777,3,0.02025,0.01725,0.02075,0.02075,0,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1778,4,0.02625,0.02625,0.02625,0.02625,0,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1779,5,0.04025,0.04125,0.04075,0.04075,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1780,6,0.05525,0.05625,0.05575,0.05575,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1781,7,0.06325,0.06425,0.06375,0.06375,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1782,8,0.06925,0.06825,0.06875,0.06875,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1783,9,0.07025,0.06925,0.06975,0.06975,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
1784,10,0.06925,0.06825,0.06875,0.06875,0.000707107,(+) Rhamnose,,pZR39_2,1339,CRISPRi Mutants,_,1339_pZR39_2,BCAL0422,DNA polymerase III subunit beta,,WQ49_RS23255,K562_RS02185,53,53,(,),1339(53),DNA Replication,L,COG0592
