OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
452199	206558899	BCAL0497	548921	550351	+	476	COG2205T	two-component regulatory system, sensor kinase protein
452199	206558900	BCAL0499	550365	550907	+	180	COG4567TK	two-component regulatory system, response regulator protein
452200	206558901	BCAL0500	550975	552318	-	447	COG1220O	ATP-dependent protease ATP-binding subunit HslU
452200	206558902	BCAL0501	552328	552864	-	178	COG5405O	ATP-dependent protease peptidase subunit
452201	206558905	BCAL0504	555284	556498	-	404	COG1092R	hypothetical protein
452201	206558906	BCAL0505	556575	557495	-	306	COG4973L	site-specific tyrosine recombinase XerC
452201	206558907	BCAL0506	557509	558258	-	249	COG3159S	hypothetical protein
452201	206558908	BCAL0507	558272	559201	-	309	COG0253E	diaminopimelate epimerase
452202	206558917	BCAL0516	567360	567572	+	70	-	hypothetical protein
452202	206558918	BCAL0517	567629	568651	+	340	COG2334R	serine/threonine protein kinase
452203	206558921	BCAL0520	572557	573915	-	452	COG3144N	putative flagellar hook-length control protein FliK
452203	206558922	BCAL0521	573947	574405	-	152	COG2882NUO	flagellar FliJ protein
452203	206558923	BCAL0522	574411	575916	-	501	COG1157NU	flagellum-specific ATP synthase FliI
452203	206558924	BCAL0523	575949	576632	-	227	COG1317NU	flagellar assembly protein H
452203	206558925	BCAL0524	576625	577620	-	331	COG1536N	flagellar motor switch protein G
452203	206558926	BCAL0525	577610	579373	-	587	COG1766NU	flagellar MS-ring protein
452204	206558928	BCAL0527	580206	580640	+	144	COG1516NUO	flagellar protein FliS
452204	206558929	BCAL0528	580637	580969	+	110	-	hypothetical protein
452205	206558930	BCAL0529	581102	582454	+	450	-	hypothetical protein
452205	206558931	BCAL0530	582451	582768	+	105	COG2257S	putative export system protein
452206	206558935	BCAL0534	586729	587385	-	218	COG2197TK	two-component regulatory system, response regulator protein
452206	206558936	BCAL0535	587393	588208	-	271	COG4585T	sensor kinase protein
452207	206558938	BCAL0537	589703	590518	-	271	COG3568R	endonuclease/exonuclease/phosphatase family protein
452207	206558939	BCAL0538	590524	591012	-	162	-	hypothetical protein
452208	206558946	BCAL0545	598435	599445	+	336	COG0601EP	putative dipeptide transport system permease
452208	206558947	BCAL0546	599450	600367	+	305	COG1173EP	putative dipeptide transport system permease
452208	206558948	BCAL0547	600406	601368	+	320	COG0444EP	putative dipeptide ABC transporter ATP-binding protein
452208	206558949	BCAL0548	601365	602378	+	337	COG4608E	dipeptide transporter ATP-binding subunit
452209	206558951	BCAL0550	604075	604893	-	272	COG1540R	LamB/YcsF family protein
452209	206558952	BCAL0551	604896	605963	-	355	COG1984E	allophanate hydrolase subunit 2
452209	206558953	BCAL0552	605960	606616	-	218	COG2049E	allophanate hydrolase subunit 1
452210	206558958	BCAL0557	610993	611640	+	215	COG0625O	putative glutathione S-transferase
452210	206558959	BCAL0558	611637	612878	+	413	COG0617J	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase
452211	206558962	BCAL0561	615976	616416	-	146	COG3418NUO	flagella synthesis protein FlgN
452211	206558963	BCAL0562	616495	616821	-	108	COG2747KNU	flagellin synthesis anti-sigma-28 factor
452212	206558965	BCAL0564	618355	618843	+	162	COG1815N	flagellar basal body rod protein FlgB
452212	206558966	BCAL0565	618882	619307	+	141	COG1558N	flagellar basal body rod protein FlgC
452212	206558967	BCAL0566	619405	620109	+	234	COG1843N	flagellar basal body rod modification protein
452212	206558968	BCAL0567	620137	621378	+	413	COG1749N	flagellar hook protein FlgE
452212	206558969	BCAL0568	621398	622156	+	252	COG4787N	flagellar basal body rod protein FlgF
452212	206558970	BCAL0569	622191	622979	+	262	COG4786N	flagellar basal body rod protein FlgG
452212	206558971	BCAL0570	623000	623689	+	229	COG2063N	flagellar basal body L-ring protein
452212	206558972	BCAL0571	623683	624879	+	398	COG1706N	flagellar basal body P-ring protein
452212	206558973	BCAL0572	624880	625857	+	325	COG1705NU	flagellar rod assembly protein/muramidase FlgJ
452213	206558976	BCAL0576	627932	629863	+	643	COG1256N	flagellar hook-associated protein FlgK
452213	206558977	BCAL0577	629881	631116	+	411	COG1344N	flagellar hook-associated protein FlgL
452214	206558980	BCAL0580	633735	634406	+	223	COG2059P	putative chromate transport protein
452214	206558981	BCAL0581	634403	634930	+	175	COG2059P	putative chromate transporter
452215	206558987	BCAL0587	640537	641214	+	225	COG1462M	putative lipoprotein
452215	206558988	BCAL0588	641272	641703	+	143	COG4259S	putative lipoprotein
452215	206558989	BCAL0589	641714	642388	+	224	COG4380S	putative lipoprotein
452216	206558990	BCAL0590	642473	643309	-	278	COG2801L	putative integrase
452216	206558991	BCAL0591	643309	643836	-	175	COG2963L	putative transposase
452217	206558992	BCAL0592	643932	645233	-	433	COG0665E	putative oxidoreductase
452217	206558993	BCAL0593	645259	646563	-	434	COG0665E	putative oxidoreductase
452217	206558994	BCAL0594	646661	648250	-	529	-	hypothetical protein
452218	206558995	BCAL0595	648366	649205	-	279	COG1177E	putrescine transport system permease
452218	206558996	BCAL0596	649202	650155	-	317	COG1176E	putrescine ABC transporter permease
452218	206558997	BCAL0597	650199	651353	-	384	COG3842E	putrescine ABC transporter ATP-binding protein
452219	206558999	BCAL0599	652721	654163	-	480	COG0161H	putative aminotransferase
452219	206559000	BCAL0600	654198	655535	-	445	COG0174E	putative glutamine synthetase
452219	206559001	BCAL0601	655564	656349	-	261	COG2071R	putative gamma-glutamyl-gamma-aminobutyrate hydrolase
452220	206559002	BCAL0602	657253	657822	+	189	COG1396K	MerR family regulatory protein
452220	206559003	BCAL0603	657911	659401	+	496	COG1012C	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
452221	206559005	BCAL0605	659991	660323	+	110	-	hypothetical protein
452221	206559006	BCAL0606	660336	661172	+	278	COG0672P	putative transport related, membrane protein
452222	206559007	BCAL0607	661298	661516	-	72	-	hypothetical protein
452222	206559008	BCAL0608	661516	661986	-	156	-	hypothetical protein
452223	206559009	BCAL0609	662057	662377	-	106	COG2944K	putative DNA-binding protein
452223	206559010	BCAL0610	662370	662735	-	121	COG4737S	hypothetical protein
452224	206559011	BCAL0611	662866	664683	-	605	COG0449M	glucosamine--fructose-6-phosphate aminotransferase
452224	206559012	BCAL0612	664734	666095	-	453	COG1207M	bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase
452225	206559013	BCAL0613	666231	667196	-	321	COG0037D	C32 tRNA thiolase
452225	206559014	BCAL0614	667208	667612	-	134	COG1539H	hypothetical protein
452226	206559015	BCAL0616	668301	669491	+	396	COG1565S	hypothetical protein
452226	206559016	BCAL0616a	669505	669699	+	64	-	hypothetical protein
452227	206559018	BCAL0618	670085	670993	-	302	COG0524G	PfkB family carbohydrate kinase
452227	206559019	BCAL0619	670990	672264	-	424	COG2942G	putative N-acylglucosamine 2-epimerase
452227	206559020	BCAL0620	672267	673286	-	339	COG1609K	LacI family regulatory protein
452228	206559030	BCAL0629a	684189	684395	-	68	COG3313R	hypothetical protein
452228	206559031	BCAL0630	684392	684898	-	168	COG2606S	hypothetical protein
452228	206559032	BCAL0631	684925	685857	-	310	COG0119E	hydroxymethylglutaryl-CoA lyase
452228	206559033	BCAL0632	685890	686831	-	313	COG0111HE	putative dehydrogenase
452229	206559036	BCAL0635	688966	689640	+	224	COG2080C	putative xanthine dehydrogenase iron-sulfur binding subunit
452229	206559037	BCAL0636	689659	690660	+	333	COG1319C	putative xanthine dehydrogenase FAD binding subunit
452229	206559038	BCAL0637	690657	692882	+	741	COG1529C	putative xanthine dehydrogenase molybdenum binding subunit
452230	206559051	BCAL0653	711684	712070	+	128	-	hypothetical protein
452230	206559052	BCAL0654	712067	712471	+	134	-	hypothetical protein
452231	206559053	BCAL0655	712581	713306	+	241	COG3142P	CutC family protein
452231	206559054	BCAL0656	713368	714456	+	362	-	putative aminotransferase
452232	206559056	BCAL0658	716058	717053	-	331	COG1984E	allophanate hydrolase
452232	206559057	BCAL0659	717043	717918	-	291	COG2049E	allophanate hydrolase
452232	206559058	BCAL0660	717915	719372	-	485	COG4770I	acetyl-CoA carboxylase biotin carboxylase subunit
452232	206559059	BCAL0661	719377	719619	-	80	COG0511I	hypothetical protein
452232	206559060	BCAL0662	719642	720424	-	260	COG1540R	hypothetical protein
452233	206559062	BCAL0664	721681	722700	-	339	COG0502H	biotin synthase
452233	206559063	BCAL0665	722742	723461	-	239	COG0132H	dithiobiotin synthetase
452233	206559064	BCAL0666	723458	724642	-	394	COG0156H	8-amino-7-oxononanoate synthase
452233	206559065	BCAL0667	724639	725985	-	448	COG0161H	adenosylmethionine--8-amino-7-oxononanoate transaminase
452234	206559067	BCAL0669	727843	728277	-	144	COG3012S	hypothetical protein
452234	206559068	BCAL0670	728316	728993	-	225	COG0300R	short chain dehydrogenase
452235	206559069	BCAL0671	729105	729872	-	255	COG0288P	putative carbonic anhydrase
452235	206559070	BCAL0672	729929	731788	-	619	COG4579T	bifunctional isocitrate dehydrogenase kinase/phosphatase protein
452236	206559074	BCAL0676	736933	737706	-	257	COG0300R	short chain dehydrogenase
452236	206559075	BCAL0677	737726	738364	-	212	COG1651O	thiol:disulfide interchange protein
452236	206559076	BCAL0678	738435	739262	-	275	COG3087D	hypothetical protein
452237	206559079	BCAL0681	741851	744568	-	905	COG1410E	putative 5-methyltetrahydrofolate--homocysteine methyltransferase
452237	206559080	BCAL0682	744611	745678	-	355	COG0646E	putative 5-methyltetrahydrofolate--homocysteine methyltransferase
452238	206559082	BCAL0684	746397	747698	-	433	-	hypothetical protein
452238	206559083	BCAL0685	747762	748628	-	288	COG1414K	IclR family regulatory protein
452239	206559085	BCAL0687	749882	750709	+	275	COG1024I	enoyl-CoA hydratase
452239	206559086	BCAL0688	750791	751534	+	247	-	hypothetical protein
452239	206559087	BCAL0689	751559	752785	+	408	COG1752R	putative patatin-like phospholipase
452240	206559091	BCAL0693	755233	756033	-	266	COG1521K	pantothenate kinase
452240	206559092	BCAL0694	756030	756950	-	306	COG0340H	biotin--protein ligase
452241	206559093	BCAL0695	757231	758076	-	281	COG0790R	hypothetical protein
452241	206559094	BCAL0696	758085	760154	-	689	COG0737F	putative 2',3'-cyclic-nucleotide 2'-phosphodiesterase
452242	206559095	BCAL0697	760525	761649	+	374	COG0767Q	hypothetical protein
452242	206559096	BCAL0698	761646	762560	+	304	COG1127Q	ABC transporter ATP-binding protein
452242	206559097	BCAL0699	762578	763507	+	309	COG1463Q	mce related protein
452243	206559098	BCAL0700	763591	764214	+	207	COG3218R	putative lipoprotein
452243	206559099	BCAL0701	764234	765385	+	383	COG5652S	hypothetical protein
452244	206559100	BCAL0702	765540	765857	+	105	COG3411C	putative ferredoxin
452244	206559101	BCAL0703	765871	766515	+	214	COG2945R	family S9 serine peptidase
452245	206559102	BCAL0704	767024	768334	+	436	COG1686M	D-alanyl-D-alanine carboxypeptidase
452245	206559103	BCAL0705	768383	769309	+	308	COG0115EH	putative D-amino acid aminotransferase
452245	206559104	BCAL0706	769309	769617	+	102	COG2921S	hypothetical protein
452246	206559107	BCAL0709	771238	771900	+	220	COG0321H	lipoate-protein ligase B
452246	206559108	BCAL0710	771893	772885	+	330	COG0320H	lipoyl synthase
452247	206559109	BCAL0711	773146	774162	+	338	COG4521P	periplasmic component of taurine ABC transporter
452247	206559110	BCAL0712	774201	774998	+	265	COG4525P	taurine ABC transporter ATP-binding protein
452247	206559111	BCAL0713	775070	775960	+	296	COG0600P	permease of taurine ABC transporter
452248	206559112	BCAL0714	776017	777891	-	624	COG0405E	threonine peptidase, family T3
452248	206559113	BCAL0715	777975	778937	-	320	COG0583K	LysR family regulatory protein
452249	206559114	BCAL0716	779097	781220	+	707	COG1250I	putative trifunctional enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase
452249	206559115	BCAL0717	781250	782446	+	398	COG1960I	putative acyl-CoA dehydrogenase
452249	206559116	BCAL0718	782461	783603	+	380	COG1960I	putative acyl-CoA dehydrogenase
452249	206559117	BCAL0719	783633	784838	+	401	COG1804C	CAIB/BAIF family protein
452250	206559118	BCAL0720	784934	785239	+	101	COG3162S	hypothetical protein
452250	206559119	BCAL0721	785251	786936	+	561	COG4147R	acetate permease
452251	206559120	BCAL0722	787317	788582	+	421	COG1301C	C4-dicarboxylate transporter DctA
452251	206559121	BCAL0723	788587	790596	+	669	COG4191T	two-component regulatory system, sensor kinase protein
452251	206559122	BCAL0724	790684	792036	+	450	COG2204T	C4-dicarboxylate transport transcriptional regulatory protein
452252	206559127	BCAL0729	796211	796549	+	112	COG0347E	nitrogen regulatory protein P-II 1
452252	206559128	BCAL0730	796614	798098	+	494	COG0004P	ammonium transporter family protein
452253	206559129	BCAL0731	798342	799631	+	429	-	glutamate--cysteine ligase
452253	206559130	BCAL0732	799657	800613	+	318	COG0189HJ	glutathione synthetase
452254	206559131	BCAL0734	800851	801321	+	156	COG2893G	sugar transport PTS system IIa component
452254	206559132	BCAL0735	801395	801664	+	89	COG1925G	phosphocarrier protein HPr
452255	206559137	BCAL0740	807256	807678	+	140	COG0607P	hypothetical protein
452255	206559138	BCAL0741	807675	807935	+	86	COG0695O	glutaredoxin 3
452256	206559139	BCAL0742	808043	808534	+	163	COG1952U	preprotein translocase subunit SecB
452256	206559140	BCAL0743	808560	809558	+	332	COG0240C	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
452256	206559141	BCAL0744	809651	810175	+	174	COG2110R	Appr-1-p processing enzyme family protein
452257	206559145	BCAL0748	812855	813340	+	161	COG5488S	hypothetical protein
452257	206559146	BCAL0749	813421	814995	+	524	COG1622C	putative cytochrome c oxidase
452257	206559147	BCAL0750	815039	816646	+	535	COG0843C	cytochrome c oxidase polypeptide I
452258	206559149	BCAL0752	816903	817514	+	203	COG3175O	cytochrome C oxidase assembly protein
452258	206559150	BCAL0753	817531	817731	+	66	-	hypothetical protein
452259	206559153	BCAL0756	819216	819926	+	236	COG3346S	hypothetical protein
452259	206559154	BCAL0757	819987	820613	+	208	-	hypothetical protein
452259	206559155	BCAL0758	820639	821751	+	370	COG1612O	putative cytochrome oxidase assembly protein
452259	206559156	BCAL0759	821760	822662	+	300	COG0109O	protoheme IX farnesyltransferase
452259	206559157	BCAL0760	822681	823298	+	205	COG1999R	putative lipoprotein
452260	206559163	BCAL0766	828494	829390	+	298	COG4120R	putative branched-chain amino acid transporter permease
452260	206559164	BCAL0767	829392	830186	+	264	COG1101R	ABC transporter ATP-binding protein
452261	206559165	BCAL0768	830346	831053	+	235	-	hypothetical protein
452261	206559166	BCAL0769	830986	832482	+	498	-	hypothetical protein
452261	206559167	BCAL0770	832492	835704	+	1070	COG0587L	error-prone DNA polymerase
452262	206559170	BCAL0773	838315	839766	-	483	COG2031I	putative short-chain fatty acids transporter
452262	206559171	BCAL0774	839792	840727	-	311	COG2423E	ornithine cyclodeaminase
452262	206559172	BCAL0775	840752	844198	-	1148	COG0243C	putative molybdopterin oxidoreductase/DMSO reductase protein
452263	206559174	BCAL0777	845595	846329	+	244	COG2188K	GntR family regulatory protein
452263	206559175	BCAL0778	846416	847519	+	367	COG1820G	putative N-acetylglucosamine-6-phosphate deacetylase
452263	206559176	BCAL0779	847503	848543	+	346	COG2222M	putative phosphosugar-binding protein
452263	206559177	BCAL0780	848559	851141	+	860	COG1080G	putative multiphosphoryl transfer protein
452263	206559178	BCAL0781	851228	852994	+	588	COG1263G	PTS system transporter subunit IIBC
452264	206559180	BCAL0783	856232	856354	-	40	COG4890S	hypothetical protein
452264	206559181	BCAL0784	856417	857553	-	378	COG1294C	cytochrome d ubiquinol oxidase subunit II
452264	206559182	BCAL0785	857585	859165	-	526	COG1271C	cytochrome d ubiquinol oxidase subunit I
452264	206559183	BCAL0786	859155	859421	-	88	-	hypothetical protein
452265	206559185	BCAL0788	861084	861653	+	189	-	hypothetical protein
452265	206559186	BCAL0789	861699	862082	+	127	-	hypothetical protein
452266	206559192	BCAL0795	868228	868725	+	165	COG0669H	phosphopantetheine adenylyltransferase
452266	206559193	BCAL0796	868785	869051	+	88	COG1143C	4Fe-4S ferredoxin
452267	206559194	BCAL0797	869129	870196	-	355	COG0079E	histidinol-phosphate aminotransferase
452267	206559195	BCAL0798	870313	870912	-	199	COG0193J	peptidyl-tRNA hydrolase
452268	206559198	BCAL0803	873848	874462	-	204	COG3017M	outer membrane lipoprotein LolB
452268	206559199	BCAL0804	874468	876291	-	607	COG2956G	hypothetical protein
452269	206559200	BCAL0805	876539	877366	+	275	COG0266L	formamidopyrimidine-DNA glycosylase
452269	206559201	BCAL0806	877391	878497	+	368	COG1194L	putative A/G-specific adenine glycosylase
452270	206559202	BCAL0807	878615	879250	-	211	COG2802R	ATP-dependent protease
