sgRNA,Locus_tag,Gene,Gene2,Old_locus_tag,KEGG,COG,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,drug,Mean,Z_scores
2049,WQ49_RS32335,WQ49_RS32335,WQ49_RS32335,1.64E+13,Others,#N/A,406.4711515,0.236141489,0.119364168,1.978328101,0.047891705,0.216690337,C109,,2.320159261
2050,WQ49_RS32340,WQ49_RS32340,WQ49_RS32340,BCAL1481,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",267.1261251,0.061604837,0.149614365,0.411757501,0.680517174,0.929815545,C109,,0.684474577
2051,WQ49_RS32500,WQ49_RS32500,WQ49_RS32500,BCAL1449,Mismatch repair,"Replication, recombination and repair",415.7156444,0.109959268,0.114468158,0.960610088,0.336748254,0.675851335,C109,,1.317061986
2052,WQ49_RS32540,WQ49_RS32540,WQ49_RS32540,BCAL1441,Others,"Posttranslational modification, protein turnover, chaperones",179.608001,-0.299063931,0.18557161,-1.611582346,0.107052855,0.343339783,C109,,-1.391708238
2053,WQ49_RS32665,WQ49_RS32665,WQ49_RS32665,BCAL1416,Aminoacyl-tRNA biosynthesis,"Translation, ribosomal structure and biogenesis",215.5917471,0.241007198,0.152726383,1.578032515,0.11455814,0.344161635,C109,,1.845192593
2054,WQ49_RS32735,WQ49_RS32735,WQ49_RS32735,BCAL1403A,Others,Function unknown,122.914314,0.27992714,0.177252426,1.579257029,0.114277114,0.344161635,C109,,1.809450731
2055,WQ49_RS32790,WQ49_RS32790,WQ49_RS32790,BCAL1393,Others,#N/A,191.0051979,0.241676406,0.18816298,1.284399335,0.199002265,0.497055432,C109,,1.501245349
2056,WQ49_RS32790,WQ49_RS32790,WQ49_RS32790,BCAL1393,Others,#N/A,291.4844255,0.242742204,0.153894764,1.577325947,0.114720545,0.344161635,C109,,1.842457724
2058,WQ49_RS32905,WQ49_RS32905,WQ49_RS32905,BCAL1370,Others,Inorganic ion transport and metabolism,142.546611,0.058333016,0.166039612,0.351319878,0.725348384,0.948296381,C109,,0.597058782
2059,WQ49_RS32940,WQ49_RS32940,WQ49_RS32940,BCAL1364,Others,Function unknown,773.1290201,0.235456197,0.108737494,2.165363472,0.030359861,0.169279225,C109,,2.540601036
2060,WQ49_RS32970,WQ49_RS32970,WQ49_RS32970,BCAL1357,Others,#N/A,660.4476137,0.084829427,0.100248856,0.846188476,0.39744761,0.724062972,C109,,1.253199527
2061,WQ49_RS33360,WQ49_RS33360,WQ49_RS33360,BCAL1269,Amino sugar and nucleotide sugar metabolism,Carbohydrate transport and metabolism,224.9633077,0.20327782,0.13746906,1.478716879,0.139215999,0.388459908,C109,,1.775528337
2062,WQ49_RS34140,WQ49_RS34140,WQ49_RS34140,BCAL1096,Homologous recombination,"Replication, recombination and repair",300.0555365,-0.032738778,0.13876126,-0.235936014,0.813482322,0.967911103,C109,,0.058111419
2063,WQ49_RS34300,WQ49_RS34300,WQ49_RS34300,BCAL1063,Arginine and proline metabolism,Amino acid transport and metabolism,492.8124962,0.09978573,0.106853364,0.933856704,0.350377815,0.685845936,C109,,1.315710777
2064,WQ49_RS34535,WQ49_RS34535,WQ49_RS34535,BCAL2853,cardiolipin biosynthesis I,Lipid transport and metabolism,216.2403599,-0.001589873,0.144166638,-0.011028025,0.991201088,1,C109,,0.271994406
2065,WQ49_RS34570,WQ49_RS34570,WQ49_RS34570,BCAL2862,Metabolic pathways,Coenzyme transport and metabolism,86.0788708,0.466238476,0.217229548,2.146294001,0.03184953,0.174068718,C109,,2.334124766
2066,WQ49_RS34590,WQ49_RS34590,WQ49_RS34590,BCAL2866,Protein export,"Intracellular trafficking, secretion, and vesicular transport",457.0791483,0.201444545,0.119498969,1.685742959,0.091845319,0.323445855,C109,,2.027188518
2067,WQ49_RS34630,WQ49_RS34630,WQ49_RS34630,BCAL2874,Biotin metabolism,"Secondary metabolites biosynthesis, transport and catabolism",207.9815344,0.352702868,0.167933272,2.100256036,0.035706324,0.17870681,C109,,2.343223922
2069,WQ49_RS34640,WQ49_RS34640,WQ49_RS34640,BCAL2876,(5Z)-dodecenoate biosynthesis II,"Secondary metabolites biosynthesis, transport and catabolism",300.5942031,-0.015730147,0.129392427,-0.121569301,0.903240127,1,C109,,0.193769032
2070,WQ49_RS34660,WQ49_RS34660,WQ49_RS34660,BCAL2880,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",279.0857445,0.231519062,0.141685726,1.634032367,0.102252055,0.340071831,C109,,1.922010509
2071,WQ49_RS34660,WQ49_RS34660,WQ49_RS34660,BCAL2880,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",42.13581984,0.223081169,0.289920589,0.76945611,0.44162259,0.747212891,C109,,0.910192551
2072,WQ49_RS34740,WQ49_RS34740,WQ49_RS34740,BCAL2896,Others,Inorganic ion transport and metabolism,509.5550161,0.048301083,0.127781905,0.377996263,0.70543337,0.941866749,C109,,0.697309017
2073,WQ49_RS34740,WQ49_RS34740,WQ49_RS34740,BCAL2896,Others,Inorganic ion transport and metabolism,274.197181,-0.209546568,0.127105462,-1.648603958,0.099228797,0.333989611,C109,,-1.327591852
2074,WQ49_RS34830,WQ49_RS34830,WQ49_RS34830,BCAL2912,folate transformations II,Nucleotide transport and metabolism,194.7240406,-0.122108367,0.155979464,-0.782848999,0.43371579,0.743512783,C109,,-0.521260767
2075,WQ49_RS34865,WQ49_RS34865,WQ49_RS34865,BCAL2919,Others,RNA processing and modification,331.5544633,-0.013665676,0.154139351,-0.088657934,0.929353764,1,C109,,0.176053134
2076,WQ49_RS34905,WQ49_RS34905,WQ49_RS34905,BCAL2927,Others,"Translation, ribosomal structure and biogenesis",540.3224894,-0.140025858,0.131598512,-1.064038307,0.287311347,0.612339241,C109,,-0.753986229
2077,WQ49_RS34940,WQ49_RS34940,WQ49_RS34940,BCAL2934,Others,Energy production and conversion,240.8504919,0.024917554,0.157768549,0.157937401,0.874506127,0.985157922,C109,,0.41655924
2078,WQ49_RS34980,WQ49_RS34980,WQ49_RS34980,BCAL2942,Biosynthesis of amino acids,Amino acid transport and metabolism,365.2723239,-0.009847611,0.119832702,-0.082177991,0.934505175,1,C109,,0.258316645
2080,WQ49_RS35005,WQ49_RS35005,WQ49_RS35005,BCAL2947,Others,Carbohydrate transport and metabolism,197.3173877,-0.13134384,0.147184518,-0.892375381,0.372191763,0.707530156,C109,,-0.615156059
2081,WQ49_RS35020,WQ49_RS35020,WQ49_RS35020,BCAL2950,Ribosome biogenesis,"Translation, ribosomal structure and biogenesis",578.0893543,-0.118270215,0.518495526,-0.228102672,0.819566423,0.967911103,C109,,-0.149408855
2083,WQ49_RS35025,WQ49_RS35025,WQ49_RS35025,BCAL2951,CMP phosphorylation,Nucleotide transport and metabolism,277.4579307,0.084349425,0.143361193,0.588369997,0.556283972,0.838954132,C109,,0.872982529
